0;0;0;0;land;false;unknown;0
1;90;222;220;land;false;urban;1
2;115;219;180;land;false;urban;1
3;144;181;231;land;false;urban;1
4;183;250;226;land;false;urban;1
5;183;239;105;land;false;plains;1
6;138;242;167;land;false;urban;1
7;156;207;203;land;false;urban;1
8;222;149;248;land;false;urban;1
9;252;236;203;land;false;plains;1
10;65;244;230;land;false;urban;1
11;245;98;161;land;false;plains;1
12;151;219;136;land;false;plains;1
13;208;211;141;land;false;urban;1
14;245;241;145;land;false;plains;1
15;187;154;253;land;false;urban;1
16;130;216;225;land;false;urban;1
17;230;254;23;land;false;plains;1
18;239;36;242;land;false;urban;1
19;108;245;185;land;false;urban;1
20;213;220;104;land;false;urban;1
21;130;196;202;land;false;urban;1
22;140;216;210;land;false;urban;1
23;250;202;153;land;false;urban;1
24;207;125;173;land;false;urban;1
25;209;132;226;land;false;urban;1
26;224;79;208;land;false;urban;1
27;200;171;140;land;false;urban;1
28;172;222;239;land;false;urban;1
29;118;189;240;land;false;forest;1
30;249;129;205;land;false;forest;1
31;226;199;102;land;false;urban;1
32;236;229;74;land;false;urban;1
33;198;115;203;land;false;urban;1
34;139;215;238;land;false;urban;1
35;233;79;227;land;false;urban;1
36;230;110;248;land;false;urban;1
37;197;250;144;land;false;urban;1
38;236;254;62;land;false;urban;1
39;162;208;143;land;true;plains;1
40;228;149;226;land;false;urban;1
41;177;186;209;land;false;plains;1
42;219;184;130;land;false;forest;1
43;204;221;203;land;false;urban;1
44;160;233;242;land;false;urban;1
45;155;189;183;land;false;mountain;1
46;54;206;241;land;false;plains;1
47;205;221;157;land;false;urban;1
48;181;234;227;land;false;urban;1
49;252;73;248;land;false;urban;1
50;151;248;164;land;false;plains;1
51;212;182;155;land;false;urban;1
52;225;213;117;land;false;urban;1
53;113;200;210;land;false;urban;1
54;237;110;167;land;false;urban;1
55;113;174;225;land;false;urban;1
56;229;236;232;land;false;urban;1
57;212;234;124;land;false;urban;1
58;200;114;243;land;false;urban;1
59;70;245;208;land;false;urban;1
60;208;243;142;land;false;urban;1
61;155;211;140;land;false;forest;1
62;232;196;133;land;false;urban;1
63;191;164;222;land;false;urban;1
64;247;176;112;land;false;urban;1
65;189;249;186;land;false;urban;1
66;164;207;166;land;false;plains;1
67;150;207;159;land;false;urban;1
68;183;214;120;land;false;urban;1
69;248;140;142;land;false;plains;1
70;136;181;245;land;false;urban;1
71;230;80;219;land;false;urban;1
72;167;141;195;land;false;plains;1
73;132;253;121;land;false;urban;1
74;229;211;155;land;false;urban;1
75;73;235;199;land;false;plains;1
76;184;144;199;land;false;urban;1
77;245;137;175;land;false;forest;1
78;242;252;251;land;false;urban;1
79;204;252;184;land;false;urban;1
80;204;203;114;land;false;urban;1
81;180;252;177;land;false;plains;1
82;187;180;149;land;false;urban;1
83;188;221;235;land;false;urban;1
84;192;160;234;land;false;urban;1
85;131;215;246;land;false;urban;1
86;240;174;161;land;false;urban;1
87;245;242;108;land;false;urban;1
88;241;199;102;land;false;urban;1
89;210;217;246;land;false;plains;1
90;188;184;182;land;false;urban;1
91;224;247;186;land;false;urban;1
92;213;205;153;land;false;urban;1
93;237;218;149;land;false;urban;1
94;191;172;178;land;false;urban;1
95;188;226;136;land;false;forest;1
96;198;216;95;land;false;urban;1
97;153;171;190;land;false;urban;1
98;194;233;243;land;false;urban;1
99;245;251;221;land;false;plains;1
100;233;230;178;land;false;forest;1
101;250;201;115;land;false;plains;1
102;184;195;224;land;false;urban;1
103;154;206;180;land;false;urban;1
104;149;201;185;land;false;urban;1
105;217;202;95;land;false;urban;1
106;170;238;165;land;false;urban;1
107;129;208;210;land;false;urban;1
108;227;230;82;land;false;urban;1
109;119;165;222;land;false;plains;1
110;244;209;168;land;false;urban;1
111;94;221;200;land;false;mountain;1
112;245;195;197;land;false;urban;1
113;174;217;209;land;false;urban;1
114;195;239;95;land;false;urban;1
115;226;238;164;land;false;urban;1
116;230;124;198;land;false;urban;1
117;109;197;235;land;false;urban;1
118;129;213;164;land;false;urban;1
119;228;114;239;land;false;urban;1
120;87;253;239;land;false;plains;1
121;232;244;167;land;false;forest;1
122;251;160;187;land;false;urban;1
123;204;253;253;land;false;urban;1
124;253;189;125;land;false;urban;1
125;220;115;169;land;false;urban;1
126;210;233;193;land;false;urban;1
127;70;218;224;land;false;urban;1
128;177;163;191;land;false;forest;1
129;243;226;219;land;false;urban;1
130;244;9;249;land;false;urban;1
131;236;234;41;land;false;urban;1
132;56;252;232;land;false;plains;1
133;184;140;182;land;false;urban;1
134;228;248;134;land;false;plains;1
135;206;223;134;land;false;urban;1
136;186;127;245;land;false;urban;1
137;122;218;223;land;false;urban;1
138;218;243;154;land;false;urban;1
139;254;54;222;land;false;urban;1
140;138;217;235;land;false;urban;1
141;203;190;128;land;true;plains;1
142;104;233;205;land;false;urban;1
143;172;223;182;land;false;urban;1
144;112;171;233;land;false;urban;1
145;232;211;107;land;false;urban;1
146;222;254;92;land;false;urban;1
147;179;224;228;land;false;urban;1
148;80;202;227;land;false;plains;1
149;235;147;253;land;false;urban;1
150;221;185;236;land;false;urban;1
151;229;191;135;land;false;urban;1
152;217;250;208;land;false;mountain;1
153;174;229;102;land;false;urban;1
154;241;254;143;land;false;plains;1
155;137;188;182;land;false;urban;1
156;161;233;219;land;false;urban;1
157;169;247;89;land;false;plains;1
158;243;207;88;land;false;urban;1
159;66;237;213;land;false;urban;1
160;248;79;242;land;false;plains;1
161;250;137;163;land;false;urban;1
162;63;247;203;land;false;urban;1
163;166;214;246;land;false;plains;1
164;228;220;60;land;false;urban;1
165;222;199;200;land;false;urban;1
166;122;220;206;land;false;urban;1
167;220;65;245;land;false;plains;1
168;150;247;128;land;false;urban;1
169;247;249;188;land;false;urban;1
170;247;34;234;land;false;urban;1
171;155;239;137;land;false;urban;1
172;118;212;233;land;false;urban;1
173;181;248;164;land;false;urban;1
174;166;194;204;land;false;urban;1
175;193;167;230;land;false;plains;1
176;203;193;107;land;false;urban;1
177;158;212;148;land;false;urban;1
178;87;218;221;land;false;urban;1
179;206;127;211;land;false;urban;1
180;218;236;241;land;false;urban;1
181;228;147;222;land;false;urban;1
182;215;189;207;land;false;urban;1
183;139;196;181;land;false;urban;1
184;224;244;228;land;false;urban;1
185;184;116;246;land;false;plains;1
186;247;22;242;land;false;plains;1
187;175;246;138;land;false;plains;1
188;248;127;158;land;false;mountain;1
189;219;223;248;land;false;urban;1
190;105;195;221;land;false;forest;1
191;175;184;228;land;false;urban;1
192;189;203;162;land;false;urban;1
193;215;197;172;land;false;plains;1
194;158;178;241;land;false;urban;1
195;127;196;197;land;false;forest;1
196;244;203;194;land;false;forest;1
197;201;239;175;land;false;urban;1
198;234;197;178;land;false;urban;1
199;184;79;238;land;false;plains;1
200;226;234;121;land;false;urban;1
201;183;246;116;land;false;urban;1
202;130;191;193;land;false;urban;1
203;235;246;240;land;false;urban;1
204;91;254;165;land;false;urban;1
205;40;224;250;land;false;urban;1
206;192;229;208;land;false;urban;1
207;144;225;197;land;false;urban;1
208;214;208;159;land;false;urban;1
209;214;196;100;land;false;urban;1
210;205;248;106;land;false;urban;1
211;175;250;97;land;false;urban;1
212;252;149;172;land;false;urban;1
213;181;220;154;land;false;plains;1
214;76;190;250;land;false;plains;1
215;153;232;218;land;false;plains;1
216;181;215;142;land;false;plains;1
217;249;236;190;land;false;plains;1
218;236;176;215;land;false;urban;1
219;234;172;252;land;false;plains;1
220;95;168;247;land;false;urban;1
221;210;253;101;land;false;urban;1
222;112;252;226;land;false;urban;1
223;187;104;254;land;false;plains;1
224;196;203;144;land;false;urban;1
225;206;209;130;land;false;urban;1
226;245;116;180;land;false;urban;1
227;169;231;216;land;false;urban;1
228;235;31;249;land;false;urban;1
229;118;185;220;land;false;urban;1
230;210;251;137;land;false;plains;1
231;132;254;134;land;false;urban;1
232;234;190;195;land;false;plains;1
233;201;203;114;land;true;plains;1
234;149;190;203;land;false;urban;1
235;221;207;95;land;false;urban;1
236;89;190;249;land;false;urban;1
237;93;223;188;land;false;mountain;1
238;166;167;168;land;false;plains;1
239;159;196;149;land;false;urban;1
240;240;238;165;land;false;mountain;1
241;238;37;233;land;true;urban;1
242;225;136;234;land;false;plains;1
243;129;230;219;land;false;forest;1
244;118;247;167;land;false;urban;1
245;245;171;96;land;false;urban;1
246;165;217;159;land;false;urban;1
247;100;237;232;land;false;urban;1
248;214;188;183;land;false;urban;1
249;157;148;201;land;false;urban;1
250;196;161;190;land;false;urban;1
251;216;168;121;land;false;urban;1
252;243;133;207;land;false;urban;1
253;195;207;133;land;false;plains;1
254;206;254;246;land;false;plains;1
255;160;157;206;land;false;urban;1
256;182;115;222;land;false;plains;1
257;60;247;216;land;false;plains;1
258;214;108;186;land;false;urban;1
259;182;203;153;land;false;urban;1
260;176;168;175;land;false;forest;1
261;240;242;248;land;false;urban;1
262;106;201;197;land;false;urban;1
263;193;201;178;land;false;urban;1
264;160;234;138;land;false;urban;1
265;170;172;180;land;false;plains;1
266;234;212;161;land;false;urban;1
267;244;216;78;land;false;urban;1
268;171;153;238;land;false;urban;1
269;138;242;177;land;false;urban;1
270;233;149;241;land;false;urban;1
271;206;77;247;land;false;mountain;1
272;208;219;114;land;false;urban;1
273;210;224;71;land;true;urban;1
274;252;188;112;land;false;plains;1
275;233;234;85;land;false;plains;1
276;128;254;248;land;false;urban;1
277;203;205;119;land;false;plains;1
278;163;141;210;land;false;urban;1
279;198;217;86;land;false;urban;1
